tool_id	name	description	panel_section_id	panel_section_name
toolshed.g2.bx.psu.edu/repos/iuc/verkko/verkko/1.3.1+galaxy0	verkko	hybrid genome assembly pipeline	assembly	Assembly
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed_bedgraph/2.19.0	Create a BedGraph of genome coverage		bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed_histogram/2.19.0	Create a histogram of genome coverage		bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebedgraph/2.19.0	Merge BedGraph files		bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedops_sortbed/bedops-sort-bed/2.4.42	bedops sort-bed		bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_annotatebed/2.31.1	bedtools AnnotateBed	annotate coverage of features from multiple files	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.31.1+galaxy0	bedtools BAM to BED	converter	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtobam/2.31.1+galaxy0	bedtools BED to BAM	converter	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.31.1	bedtools BED to IGV	create batch script for taking IGV screenshots	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bed12tobed6/2.31.1	bedtools BED12 to BED6	converter	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedpetobam/2.31.1+galaxy0	bedtools BEDPE to BAM	converter	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.31.1+galaxy1	bedtools ClosestBed	find the closest, potentially non-overlapping interval	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_clusterbed/2.31.1	bedtools ClusterBed	cluster overlapping/nearby intervals	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_complementbed/2.31.1+galaxy0	bedtools ComplementBed	Extract intervals not represented by an interval file	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_coveragebed/2.31.1+galaxy0	bedtools Compute both the depth and breadth of coverage	of features in file B on the features in file A (bedtools coverage)	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtofastq/2.27.1	bedtools Convert from BAM to FastQ		bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_expandbed/2.31.1	bedtools ExpandBed	replicate lines based on lists of values in columns	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_fisher/2.31.1+galaxy0	bedtools FisherBed	calculate Fisher statistic between two feature files	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_flankbed/2.31.1+galaxy0	bedtools FlankBed	create new intervals from the flanks of existing intervals	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.31.1	bedtools Genome Coverage	compute the coverage over an entire genome	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_groupbybed/2.31.1+galaxy0	bedtools GroupByBed	group by common cols and summarize other cols	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.31.1+galaxy0	bedtools Intersect intervals	find overlapping intervals in various ways	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.31.1	bedtools JaccardBed	calculate the distribution of relative distances between two files	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_links/2.31.1	bedtools LinksBed	create a HTML page of links to UCSC locations	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.31.1+galaxy0	bedtools MakeWindowsBed	make interval windows across a genome	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_map/2.31.1.3	bedtools MapBed	apply a function to a column for each overlapping interval	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.31.1	bedtools MaskFastaBed	use intervals to mask sequences from a FASTA file	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.31.1	bedtools Merge BedGraph files	combines coverage intervals from multiple BEDGRAPH files	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.31.1+galaxy2	bedtools MergeBED	combine overlapping/nearby intervals into a single interval	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.31.1	bedtools MultiCovBed	counts coverage from multiple BAMs at specific intervals	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multiintersectbed/2.31.1	bedtools Multiple Intersect	identifies common intervals among multiple interval files	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_nucbed/2.31.1	bedtools NucBed	profile the nucleotide content of intervals in a FASTA file	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_overlapbed/2.31.1	bedtools OverlapBed	computes the amount of overlap from two intervals	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_randombed/2.31.1+galaxy1	bedtools RandomBed	generate random intervals in a genome	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_reldistbed/2.31.1	bedtools ReldistBed	calculate the distribution of relative distances	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_shufflebed/2.31.1+galaxy1	bedtools ShuffleBed	randomly redistrubute intervals in a genome	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_slopbed/2.31.1+galaxy0	bedtools SlopBed	adjust the size of intervals	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.31.1+galaxy0	bedtools SortBED	order the intervals	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_spacingbed/2.31.1	bedtools SpacingBed	reports the distances between features	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_subtractbed/2.31.1	bedtools SubtractBed	remove intervals based on overlaps	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_tagbed/2.31.1	bedtools TagBed	tag BAM alignments based on overlaps with interval files	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_windowbed/2.31.1	bedtools WindowBed	find overlapping intervals within a window around an interval	bed	BED
toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_getfastabed/2.31.1+galaxy0	bedtools getfasta	use intervals to extract sequences from a FASTA file	bed	BED
toolshed.g2.bx.psu.edu/repos/nml/collapse_collections/collapse_dataset/5.1.0	Collapse Collection	into single dataset in order of the collection	collection_operations	Collection Operations
toolshed.g2.bx.psu.edu/repos/iuc/collection_element_identifiers/collection_element_identifiers/0.0.2	Extract element identifiers	of a list collection	collection_operations	Collection Operations
__SAMPLE_SHEET_TO_TABULAR__	Sample sheet to tabular		collection_operations	Collection Operations
toolshed.g2.bx.psu.edu/repos/bgruening/split_file_on_column/tp_split_on_column/0.4	Split file	according to the values of a column	collection_operations	Collection Operations
toolshed.g2.bx.psu.edu/repos/bgruening/split_file_to_collection/split_file_to_collection/0.5.2	Split file	to dataset collection	collection_operations	Collection Operations
toolshed.g2.bx.psu.edu/repos/imgteam/unzip/unzip/6.0+galaxy2	Unzip	Unzip a file	collection_operations	Collection Operations
toolshed.g2.bx.psu.edu/repos/cpt/cpt_gbk_to_gff/edu.tamu.cpt.gff3.customGbkToGff/20.1.0.0	(CPT) Genbank to GFF3: 	CPT made Biobython-based solution	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/bgruening/agat/agat/1.1.0+galaxy1	AGAT	GTF/GFF analysis toolkit	convert	Convert Formats
axt_to_fasta	AXT to FASTA	Converts an AXT formatted file to FASTA format	convert_formats	Convert Formats
axt_to_lav_1	AXT to LAV	Converts an AXT formatted file to LAV format	convert_formats	Convert Formats
axt_to_concat_fasta	AXT to concatenated FASTA	Converts an AXT formatted file to a concatenated FASTA alignment	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/biom_add_metadata/biom_add_metadata/2.1.15+galaxy1	Add metadata	to a BIOM table	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/bbgbigwig/bbgtobigwig/0.1	BAM BED GFF coverage bigWigs		convert	Convert Formats
bed2gff1	BED-to-GFF	converter	convert_formats	Convert Formats
bed_to_bigBed	BED-to-bigBed	converter	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/bgruening/graphicsmagick_image_compare/graphicsmagick_image_compare/1.3.46+galaxy0	Compare two images	with GraphicsMagick	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/compress_file/compress_file/0.1.0	Compress file(s)		convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/biom_convert/biom_convert/2.1.15+galaxy1	Convert	between BIOM table formats	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/bioext_bam2msa/bioext_bam2msa/0.21.10+galaxy0	Convert BAM	to FASTA multiple sequence alignment	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/bam_to_scidx/bam_to_scidx/1.0.1	Convert BAM to ScIdx		convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/gtftobed12/gtftobed12/357	Convert GTF to BED12		convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/bgruening/glimmer_glimmer_to_gff/glimmer_glimmer_to_gff/3.02+galaxy1	Convert Glimmer to GFF		convert	Convert Formats
toolshed.g2.bx.psu.edu/repos/bgruening/glimmer_glimmer_to_gff/glimmer_glimmer_to_gff/3.02+galaxy2	Convert Glimmer to GFF		convert_formats	Convert Formats
liftOver1	Convert genome coordinates	between assemblies and genomes	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/galaxyp/gffcompare_to_bed/gffcompare_to_bed/0.2.1	Convert gffCompare annotated GTF to BED	for StringTie results	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/bgruening/graphicsmagick_image_convert/graphicsmagick_image_convert/1.3.45+galaxy1	Convert image format	with GraphicsMagick	convert	Convert Formats
toolshed.g2.bx.psu.edu/repos/bgruening/graphicsmagick_image_convert/graphicsmagick_image_convert/1.3.46+galaxy0	Convert image format	with GraphicsMagick	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/intermine_galaxy_exchange/galaxy_intermine_exchange/0.0.1	Create InterMine Interchange	Dataset	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/biom_from_uc/biom_from_uc/2.1.15+galaxy1	Create a BIOM table	from a vsearch/uclust/usearch BIOM file	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/crossmap_bam/crossmap_bam/0.7.3+galaxy0	CrossMap BAM	Convert genome coordinates or annotation files between genome assemblies	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/crossmap_bed/crossmap_bed/0.7.3+galaxy0	CrossMap BED	Convert genome coordinates or annotation files between genome assemblies	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/crossmap_gff/crossmap_gff/0.7.3+galaxy0	CrossMap GFF	Convert genome coordinates or annotation files between genome assemblies	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/crossmap_vcf/crossmap_vcf/0.7.3+galaxy0	CrossMap VCF	Convert genome coordinates or annotation files between genome assemblies	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/crossmap_wig/crossmap_wig/0.7.3+galaxy0	CrossMap Wig	Convert genome coordinates or annotation files between genome assemblies	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/crossmap_region/crossmap_region/0.7.3+galaxy0	CrossMap region	Convert genome coordinates or annotation files between genome assemblies	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/interval2maf/Interval2Maf1/1.0.1+galaxy1	Extract MAF blocks	given a set of genomic intervals	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/devteam/fasta_to_tabular/fasta2tab/1.1.0	FASTA-to-Tabular	converter	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/bgruening/ffmpeg_converter/ffmpeg_converter/0.1.0	FFmpeg Format Converter	Convert between video and audio formats using FFmpeg	convert	Convert Formats
toolshed.g2.bx.psu.edu/repos/bgruening/ffmpeg_converter/ffmpeg_converter/0.1.3	FFmpeg Format Converter	Convert between video and audio formats	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/cpt/cpt_fix_aragorn/edu.tamu.cpt.external.aragorn-gff3/19.1.0.0	Fix tRNA model		convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/gfa_to_fa/gfa_to_fa/0.1.2	GFA to FASTA	Convert Graphical Fragment Assembly files to FASTA format	convert_formats	Convert Formats
gff2bed1	GFF-to-BED	converter	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/cpt/cpt_gff_to_gbk/edu.tamu.cpt.gff.gff2gb/4.0	GFF3 to GenBank	convert gff3 to GenBank	convert_formats	Convert Formats
gtf2bedgraph	GTF-to-BEDGraph	converter	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/cpt/cpt_gbk_to_5col/edu.tamu.cpt.genbank.GBKtoFiveCol/1.0	Genbank to Five Column Format		convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/bgruening/graphicsmagick_image_montage/graphicsmagick_image_montage/1.3.46+galaxy0	Image Montage		convert_formats	Convert Formats
lav_to_bed1	LAV to BED	Converts a LAV formatted file to BED format	convert_formats	Convert Formats
MAF_To_BED1	MAF to BED	Converts a MAF formatted file to the BED format	convert_formats	Convert Formats
MAF_To_Fasta1	MAF to FASTA	Converts a MAF formatted file to FASTA format	convert_formats	Convert Formats
MAF_To_Interval1	MAF to Interval	Converts a MAF formatted file to the Interval format	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/cpt/cpt_convert_mga/edu.tamu.cpt2.util.mga_to_gff3/19.1.0.0	MGA to GFF3		convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/galaxyp/map_peptides_to_bed/map_peptides_to_bed/0.2	Map peptides to a bed file	for viewing in a genome browser	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/bgruening/markitdown/markitdown/0.1.1	Markitdown	Convert documents to Markdown	convert	Convert Formats
toolshed.g2.bx.psu.edu/repos/bgruening/markitdown/markitdown/0.1.4+galaxy0	Markitdown	Convert documents to Markdown	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/biom_normalize_table/biom_normalize_table/2.1.15+galaxy1	Normalize	a BIOM table	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/bam2fastx/bam2fastx/3.5.0+galaxy0	PacBio bam2fastx	PacBio BAM to Fastx	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/resize_coordinate_window/resize_coordinate_window/1.0.2	Resize coordinate window	of GFF data	convert_formats	Convert Formats
Sff_extractor	SFF converter		convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/cpt/cpt_gff_split/edu.tamu.cpt2.gff3.splitGff/22.0.0	Split GFF3+Fasta into separate parts		convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/genebed_maf_to_fasta/GeneBed_Maf_Fasta2/1.0.1+galaxy0	Stitch Gene blocks	given a set of coding exon intervals	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/biom_subset_table/biom_subset_table/2.1.15+galaxy1	Subset	a BIOM table	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/biom_summarize_table/biom_summarize_table/2.1.15+galaxy1	Summarize sample or observation data	in a BIOM table	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/geopandas_table2geojson/geopandas_table2geojson/1.0.1+galaxy0	Table to GeoJSON		convert	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/geopandas_table2geojson/geopandas_table2geojson/1.1.1+galaxy1	Table to GeoJSON		convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fastq/tabular_to_fastq/1.0.0	Tabular to FASTQ	converter	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/devteam/tabular_to_fasta/tab2fasta/1.1.0	Tabular-to-FASTA	converts tabular file to FASTA format	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/galaxyp/thermo_raw_file_converter/thermo_raw_file_converter/1.3.4+galaxy1	Thermo	RAW file converter	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/tooldistillator/tooldistillator/1.0.4+galaxy0	ToolDistillator	Extract information from output files of specific tools and expose it as JSON files	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/tooldistillator_summarize/tooldistillator_summarize/1.0.4+galaxy0	ToolDistillator Summarize	Aggregate several JSON reports from ToolDistillator	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/bgruening/uniprot_rest_interface/uniprot/0.7	UniProt	ID mapping and retrieval	convert_formats	Convert Formats
wiggle2simple1	Wiggle-to-Interval	converter	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/ecology/ab1_fastq_converter/ab1_fastq_converter/1.20.0	ab1 to FASTQ converter		convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/ucsc_axtchain/ucsc_axtchain/482+galaxy1	axtChain	Chain together axt alignments	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/bax2bam/bax2bam/0.0.11+galaxy0	bax2bam	converts PacBio basecall format (bax.h5) into BAM	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/galaxyp/bed_to_protein_map/bed_to_protein_map/0.2.0	bed to protein map	genomic location of proteins for MVP	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/bgruening/bigwig_to_bedgraph/bigwig_to_bedgraph/0.1.0	bigWigToBedGraph	Convert from bigWig to bedGraph format	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/ucsc_chainantirepeat/ucsc_chainantirepeat/482+galaxy0	chainAntiRepeat	Remove repeated chains	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/ucsc_chainnet/ucsc_chainnet/482+galaxy0	chainNet	make alignment nets out of alignment chains	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/devteam/gffread/gffread/2.2.1.4+galaxy0	gffread	Filters and/or converts GFF3/GTF2 records	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/bgruening/hictk/hictk/2.0.2+galaxy0	hictk	convert cool to juicebox hic	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/galaxyp/idconvert/idconvert/3.0.0	idconvert	Convert mass spectrometry identification files	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/galaxyp/msconvert/idconvert/3.0.0	idconvert	Convert mass spectrometry identification files	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/galaxyp/idpquery/idpquery/3.0.21142.0	idpQuery	Creates text reports from idpDB files.	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/ucsc_maftoaxt/maftoaxt/482+galaxy0	mafToAxt	Convert file from MAF to axt format	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/galaxyp/msconvert/msconvert/3.0.20287.6	msconvert	Convert and/or filter mass spectrometry files	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/galaxyp/msconvert/msconvert_subset/0.3.0	msconvert Subset Peak List	against list of scan numbers or indices.	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/galaxyp/msms_extractor/msms_extractor/1.0.0	msms_extractor	Extract MS/MS scans from the mzML file(s) based on PSM report	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/galaxyp/mz_to_sqlite/mz_to_sqlite/2.1.1+galaxy0	mz to sqlite	Extract mzIdentML and associated proteomics datasets into a SQLite DB	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/ucsc_netfilter/ucsc_netfilter/482+galaxy0	netFilter	Filter out parts of net	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/ucsc_nettoaxt/ucsc_nettoaxt/482+galaxy0	netToAxt	Convert net (and chain) to axt format	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/samtools_bam_to_cram/samtools_bam_to_cram/1.22+galaxy1	samtools BAM to CRAM	convert BAM alignments to CRAM format	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/ucsc_twobittofa/ucsc-twobittofa/482	twoBitToFa	Convert all or part of .2bit file to FASTA	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/ucsc_wigtobigwig/ucsc_wigtobigwig/447+galaxy0	wigtobigwig	bedGraph or Wig to bigWig converter	convert	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/ucsc_wigtobigwig/ucsc_wigtobigwig/482+galaxy0	wigtobigwig	bedGraph or Wig to bigWig converter	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/ecology/xmlstarlet/xmlstarlet/1.6.1	xmlstarlet	convert a metadata XML file in one standard to another	convert_formats	Convert Formats
toolshed.g2.bx.psu.edu/repos/iuc/art/art_454/2014.11.03.0	ART 454	simulates pyrosequencing data	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/art/art_illumina/2014.11.03.0	ART Illumina	simulates sequencing data	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/art/art_solid/2014.11.03.0	ART SOLiD	simulates SOLiD data	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/adapter_removal/adapter_removal/2.3.4+galaxy0	AdapterRemoval: remove adapter sequences	from HTS data	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbmerge/bbtools_bbmerge/39.08+galaxy3	BBTools: BBMerge	Merge overlapping mates of a read pair	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbnorm/bbtools_bbnorm/39.08+galaxy3	BBTools: BBNorm	Normalise sequencing coverage	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_bbduk/bbtools_bbduk/39.08+galaxy3	BBTools: BBduk	decontamination using kmers	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_tadpole/bbtools_tadpole/39.08+galaxy3	BBTools: Tadpole	Kmer-based assembler	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fastx_barcode_splitter/cshl_fastx_barcode_splitter/1.0.1+galaxy2	Barcode Splitter		fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/short_reads_figure_score/quality_score_distribution/1.0.2	Build base quality distribution		fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/cialign/cialign/1.1.4+galaxy0	CIAlign	clean, visualise and analyse a multiple sequence alignment	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/seqcomplexity/seqcomplexity/0.1.2	Calculate sequence complexity	total and per read	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fastx_clipper/cshl_fastx_clipper/1.0.3+galaxy2	Clip	adapter sequences	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fastx_collapser/cshl_fastx_collapser/1.0.1+galaxy2	Collapse	sequences	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fastq_combiner/fastq_combiner/1.1.5+galaxy2	Combine FASTA and QUAL	into FASTQ	fasta_fastq	FASTA/FASTQ
solid_qual_stats	Compute quality statistics	for SOLiD data	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fastx_quality_statistics/cshl_fastx_quality_statistics/1.0.1+galaxy2	Compute quality statistics		fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fasta_compute_length/fasta_compute_length/1.0.4	Compute sequence length		fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fasta_concatenate_by_species/fasta_concatenate0/0.0.1	Concatenate	FASTA alignment by species	fasta_fastq	FASTA/FASTQ
solid2fastq	Convert	SOLiD output to fastq	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/bctools_convert_to_binary_barcode/bctools_convert_to_binary_barcode/0.2.2	Create binary barcodes	from regular barcodes.	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/lparsons/cutadapt/cutadapt/5.2+galaxy0	Cutadapt	Remove adapter sequences from FASTQ/FASTA	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fastx_nucleotides_distribution/cshl_fastx_nucleotides_distribution/1.0.1+galaxy2	Draw nucleotides distribution chart		fasta_fastq	FASTA/FASTQ
solid_qual_boxplot	Draw quality score boxplot	for SOLiD data	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fastq_quality_boxplot/cshl_fastq_quality_boxplot/1.0.1+galaxy2	Draw quality score boxplot		fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/bctools_extract_alignment_ends/bctools_extract_alignment_ends/0.2.2	Extract alignment ends	from SAM or BAM	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/iuc/bctools_extract_barcodes/bctools_extract_barcodes/0.2.2	Extract barcodes	according to pattern	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/galaxyp/fasta_merge_files_and_filter_unique_sequences/fasta_merge_files_and_filter_unique_sequences/1.2.0	FASTA Merge Files and Filter Unique Sequences	Concatenate FASTA database files together	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fasta_formatter/cshl_fasta_formatter/1.0.1+galaxy2	FASTA Width	formatter	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fasta_to_tabular/fasta2tab/1.1.1	FASTA-to-Tabular	converter	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fastq_groomer/fastq_groomer/1.2+galaxy0	FASTQ Groomer	convert between various FASTQ quality formats	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fastq_masker_by_quality/fastq_masker_by_quality/1.1.5+galaxy2	FASTQ Masker	by quality score	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer/1.1.5	FASTQ Quality Trimmer	by sliding window	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fastq_stats/fastq_stats/1.1.5+galaxy2	FASTQ Summary Statistics	by column	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer/fastq_trimmer/1.2+galaxy0	FASTQ Trimmer	by column	fasta_fastq	FASTA/FASTQ
toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_deinterlacer/fastq_paired_end_deinterlacer/1.2+galaxy0	FASTQ de-interlacer	on paired end reads	fasta_fastq	FASTA/FASTQ
