tool_id	name	description	panel_section_id	panel_section_name
toolshed.g2.bx.psu.edu/repos/iuc/mothur_rename_seqs/mothur_rename_seqs/1.39.5.0	Rename.seqs	Rename sequences by concatenating the group name	mothur	Mothur
toolshed.g2.bx.psu.edu/repos/iuc/mothur_reverse_seqs/mothur_reverse_seqs/1.39.5.0	Reverse.seqs	Reverse complement the sequences	mothur	Mothur
toolshed.g2.bx.psu.edu/repos/iuc/mothur_screen_seqs/mothur_screen_seqs/1.39.5.1	Screen.seqs	Screen sequences	mothur	Mothur
toolshed.g2.bx.psu.edu/repos/iuc/mothur_sens_spec/mothur_sens_spec/1.39.5.0	Sens.spec	Determine the quality of OTU assignment	mothur	Mothur
toolshed.g2.bx.psu.edu/repos/iuc/mothur_seq_error/mothur_seq_error/1.39.5.0	Seq.error	assess error rates in sequencing data	mothur	Mothur
toolshed.g2.bx.psu.edu/repos/iuc/mothur_sffinfo/mothur_sffinfo/1.39.5.0	Sffinfo	Summarize the quality of sequences	mothur	Mothur
toolshed.g2.bx.psu.edu/repos/iuc/mothur_shhh_flows/mothur_shhh_flows/1.39.5.0	Shhh.flows	Denoise flowgrams (PyroNoise algorithm)	mothur	Mothur
toolshed.g2.bx.psu.edu/repos/iuc/mothur_shhh_seqs/mothur_shhh_seqs/1.39.5.0	Shhh.seqs	Denoise program (Quince SeqNoise)	mothur	Mothur
toolshed.g2.bx.psu.edu/repos/iuc/mothur_sort_seqs/mothur_sort_seqs/1.39.5.0	Sort.seqs	put sequences in different files in the same order	mothur	Mothur
toolshed.g2.bx.psu.edu/repos/iuc/mothur_split_abund/mothur_split_abund/1.39.5.0	Split.abund	Separate sequences into rare and abundant groups	mothur	Mothur
toolshed.g2.bx.psu.edu/repos/iuc/mothur_split_groups/mothur_split_groups/1.39.5.0	Split.groups	Generates a fasta file for each group	mothur	Mothur
toolshed.g2.bx.psu.edu/repos/iuc/mothur_sub_sample/mothur_sub_sample/1.39.5.0	Sub.sample	Create a sub sample	mothur	Mothur
toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_qual/mothur_summary_qual/1.39.5.0	Summary.qual	Summarize the quality scores	mothur	Mothur
toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_seqs/mothur_summary_seqs/1.39.5.0	Summary.seqs	Summarize the quality of sequences	mothur	Mothur
toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_shared/mothur_summary_shared/1.39.5.0	Summary.shared	Summary of calculator values for OTUs	mothur	Mothur
toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_single/mothur_summary_single/1.39.5.2	Summary.single	Summary of calculator values for OTUs	mothur	Mothur
toolshed.g2.bx.psu.edu/repos/iuc/mothur_summary_tax/mothur_summary_tax/1.39.5.0	Summary.tax	Assign sequences to taxonomy	mothur	Mothur
toolshed.g2.bx.psu.edu/repos/iuc/mothur_taxonomy_to_krona/mothur_taxonomy_to_krona/1.0	Taxonomy-to-Krona	convert a mothur taxonomy file to Krona input format	mothur	Mothur
toolshed.g2.bx.psu.edu/repos/iuc/mothur_tree_shared/mothur_tree_shared/1.39.5.0	Tree.shared	Generate a newick tree for dissimilarity among groups	mothur	Mothur
toolshed.g2.bx.psu.edu/repos/iuc/mothur_trim_flows/mothur_trim_flows/1.39.5.0	Trim.flows	partition by barcode, trim to length, cull by length and mismatches	mothur	Mothur
toolshed.g2.bx.psu.edu/repos/iuc/mothur_trim_seqs/mothur_trim_seqs/1.39.5.0	Trim.seqs	Trim sequences - primers, barcodes, quality	mothur	Mothur
toolshed.g2.bx.psu.edu/repos/iuc/mothur_unique_seqs/mothur_unique_seqs/1.39.5.0	Unique.seqs	Return unique sequences	mothur	Mothur
toolshed.g2.bx.psu.edu/repos/iuc/mothur_venn/mothur_venn/1.39.5.0	Venn	Generate Venn diagrams for groups	mothur	Mothur
toolshed.g2.bx.psu.edu/repos/iuc/mothur_unifrac_unweighted/mothur_unifrac_unweighted/1.39.5.0	unifrac.unweighted	Describes whether two or more communities have the same structure	mothur	Mothur
toolshed.g2.bx.psu.edu/repos/iuc/mothur_unifrac_weighted/mothur_unifrac_weighted/1.39.5.0	unifrac.weighted	Describes whether two or more communities have the same structure	mothur	Mothur
toolshed.g2.bx.psu.edu/repos/iuc/meme_dreme/meme_dreme/4.11.2.0	DREME	- Discriminative Regular Expression Motif Elicitation	motif_tools	Motif Tools
toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/5.5.8+galaxy0	FIMO	- Scan a set of sequences for motifs	motif_tools	Motif Tools
toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/5.5.8+galaxy0	MEME	- Multiple EM for Motif Elicitation	motif_tools	Motif Tools
toolshed.g2.bx.psu.edu/repos/iuc/meme_psp_gen/meme_psp_gen/5.5.8+galaxy0	MEME psp-gen	- perform discriminative motif discovery	motif_tools	Motif Tools
toolshed.g2.bx.psu.edu/repos/iuc/meme_chip/meme_chip/4.11.2+galaxy1	MEME-ChIP	- motif discovery, enrichment analysis and clustering on large nucleotide datasets	motif_tools	Motif Tools
toolshed.g2.bx.psu.edu/repos/iuc/meme_streme/meme_streme/5.5.8+galaxy0	STREME	Simple, Thorough, Rapid, Enriched Motif Elicitation	motif_tools	Motif Tools
toolshed.g2.bx.psu.edu/repos/devteam/weblogo3/rgweblogo3/3.5.0	Sequence Logo	generator for fasta (eg Clustal alignments)	motif_tools	Motif Tools
toolshed.g2.bx.psu.edu/repos/iuc/cite_seq_count/cite_seq_count/1.4.4+galaxy0	CITE-seq-Count	Count CMO/HTO	single-cell-section-cell-multiomics	Multiomics
toolshed.g2.bx.psu.edu/repos/iuc/pipelign/pipelign/0.2+galaxy0	Automated multiple sequence	alignment with pipelign	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/chromeister/chromeister/1.5.a+galaxy1	Chromeister	ultra-fast pairwise genome comparisons	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/2.1+galaxy1	ClustalW	multiple sequence alignment program for DNA or proteins	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/rnateam/compalignp/compalignp/1.0	Compalignp	Fractional identities between alignments	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/mummer_dnadiff/mummer_dnadiff/4.0.0+galaxy1	DNAdiff	Evaluate similarities/differences between two sequences	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/mummer_delta_filter/mummer_delta_filter/4.0.0+galaxy1	Delta-Filter	Filters alignment (delta) file from nucmer	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/bebatut/format_cd_hit_output/format_cd_hit_output/1.0.0+galaxy1	Format cd-hit outputs	to rename representative sequences with cluster name and/or extract distribution inside clusters given a mapping file	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/gecko/gecko/1.2+galaxy1	Gecko	Ungapped genome comparison	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/hammock/hammock/hammock_1.0/1.1.1	Hammock - cluster peptides	Clusters short peptide sequences	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/kc_align/kc-align/1.0.2+galaxy1	Kc-Align		multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/maf_stats/maf_stats1/1.0.2+galaxy0	MAF Coverage Stats	Alignment coverage information	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.526+galaxy2	MAFFT	Multiple alignment program for amino acid or nucleotide sequences	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft_add/7.526+galaxy2	MAFFT add	Align a sequence,alignment or fragments to an existing alignment.	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/mmseqs2_easy_linclust_clustering/mmseqs2_easy_linclust_clustering/17-b804f+galaxy0	MMseqs2 Sequence Clustering	of very large datasets	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/msaboot/msaboot/0.1.2	MSABOOT	Output PHYLIP file with bootstrapped multiple sequence alignment data	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/crs4/muscle/muscle/0.0.11	MUSCLE	multiple aligner	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/mummer_mummer/mummer_mummer/4.0.0+galaxy1	Mummer	Align two or more sequences	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/mummer_mummerplot/mummer_mummerplot/4.0.0+galaxy1	Mummerplot	Generate 2-D dotplot of aligned sequences	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/mummer_nucmer/mummer_nucmer/4.0.0+galaxy1	Nucmer	Align two or more sequences	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/sina/sina/1.7.2+galaxy0	SINA	reference based multiple sequence alignment	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/rnateam/selectsequencesfrommsa/selectsequencesfrommsa/1.0.2	Select Sequences	Tool to select representative sequences from a multiple sequence alignment.	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/mummer_show_coords/mummer_show_coords/4.0.0+galaxy1	Show-Coords	Parse delta file and report coordinates and other information	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/cd_hit/cd_hit/4.8.1+galaxy0	cd-hit	Cluster or compare biological sequence datasets	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/mashmap/mashmap/3.1.3+galaxy0	mashmap	Fast local alignment boundaries	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/iuc/trimal/trimal/1.5.1+galaxy0	trimAl	for automated alignment trimming	multiple_alignments	Multiple Alignments
toolshed.g2.bx.psu.edu/repos/muon-spectroscopy-computational-project/mudirac/mudirac/1.0.1+galaxy0	MuDirac	Muonic atom Dirac equation solver	muon_spectroscopy	Muon Spectroscopy
toolshed.g2.bx.psu.edu/repos/muon-spectroscopy-computational-project/muspinsim_combine/muspinsim_combine/2.2.1+galaxy0	MuSpinSim Combine	combine datafiles generated from MuSpinSim	muon_spectroscopy	Muon Spectroscopy
toolshed.g2.bx.psu.edu/repos/muon-spectroscopy-computational-project/muspinsim_config/muspinsim_config/2.2.1+galaxy0	MuSpinSim Configure	define simulation parameters	muon_spectroscopy	Muon Spectroscopy
toolshed.g2.bx.psu.edu/repos/muon-spectroscopy-computational-project/muspinsim_plot/muspinsim_plot/3.5.1+galaxy2	MuSpinSim Plot	plot values generated from MuSpinSim	muon_spectroscopy	Muon Spectroscopy
toolshed.g2.bx.psu.edu/repos/muon-spectroscopy-computational-project/muspinsim/muspinsim/2.2.1+galaxy0	MuSpinSim Simulate	perform spin dynamics calculations for muon science experiments	muon_spectroscopy	Muon Spectroscopy
toolshed.g2.bx.psu.edu/repos/muon-spectroscopy-computational-project/pm_muairss_read/pm_muairss_read/0.3.0+galaxy0	PyMuonSuite AIRSS Cluster	run clustering for optimised structures	muon_spectroscopy	Muon Spectroscopy
toolshed.g2.bx.psu.edu/repos/muon-spectroscopy-computational-project/pm_uep_opt/pm_uep_opt/0.3.0+galaxy1	PyMuonSuite AIRSS UEP Optimise	run UEP optimisation	muon_spectroscopy	Muon Spectroscopy
toolshed.g2.bx.psu.edu/repos/muon-spectroscopy-computational-project/pm_asephonons/pm_asephonons/0.3.0+galaxy0	PyMuonSuite Phonons	calculate phonons using ASE and DFTB+	muon_spectroscopy	Muon Spectroscopy
toolshed.g2.bx.psu.edu/repos/muon-spectroscopy-computational-project/pm_symmetry/pm_symmetry/0.3.0+galaxy0	PyMuonSuite Symmetry	generate Wyckoff points symmetry report	muon_spectroscopy	Muon Spectroscopy
toolshed.g2.bx.psu.edu/repos/muon-spectroscopy-computational-project/cif2cell/cif2cell/2.0.0a3+galaxy2	cif2cell	convert .cif file to .cell	muon_spectroscopy	Muon Spectroscopy
toolshed.g2.bx.psu.edu/repos/iuc/bbtools_callvariants/bbtools_callvariants/1.0.0+galaxy1.0.0	BBTools: call variants	in aligned Bam files	ncbi_blast	NCBI Blast
toolshed.g2.bx.psu.edu/repos/peterjc/blast_rbh/blast_reciprocal_best_hits/0.3.0	BLAST Reciprocal Best Hits (RBH)	from two FASTA files	ncbi_blast	NCBI Blast
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/blastxml_to_tabular/2.16.0+galaxy0	BLAST XML to tabular	Convert BLAST XML output to tabular	ncbi_blast	NCBI Blast
toolshed.g2.bx.psu.edu/repos/peterjc/blastxml_to_top_descr/blastxml_to_top_descr/0.1.2	BLAST top hit descriptions	Make a table from BLAST output	ncbi_blast	NCBI Blast
toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond/2.1.16+galaxy0	Diamond	align short sequences against a protein database	ncbi_blast	NCBI Blast
toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/2.1.16+galaxy0	Diamond makedb	build database from a FASTA file	ncbi_blast	NCBI Blast
toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_view/2.1.16+galaxy0	Diamond view	generate formatted output from DAA files	ncbi_blast	NCBI Blast
toolshed.g2.bx.psu.edu/repos/iuc/magicblast/magicblast/1.7.0+galaxy2	Magic-BLAST: map large RNA or DNA sequences	against a whole genome or transcriptome	ncbi_blast	NCBI Blast
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastdbcmd_wrapper/2.16.0+galaxy0	NCBI BLAST+ blastdbcmd entry(s)	Extract sequence(s) from BLAST database	ncbi_blast	NCBI Blast
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastn_wrapper/2.16.0+galaxy0	NCBI BLAST+ blastn	Search nucleotide database with nucleotide query sequence(s)	ncbi_blast	NCBI Blast
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastp_wrapper/2.16.0+galaxy0	NCBI BLAST+ blastp	Search protein database with protein query sequence(s)	ncbi_blast	NCBI Blast
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastx_wrapper/2.16.0+galaxy0	NCBI BLAST+ blastx	Search protein database with translated nucleotide query sequence(s)	ncbi_blast	NCBI Blast
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_convert2blastmask_wrapper/2.16.0+galaxy0	NCBI BLAST+ convert2blastmask	Convert masking information in lower-case masked FASTA input to file formats suitable for makeblastdb	ncbi_blast	NCBI Blast
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_blastdbcmd_info/2.16.0+galaxy0	NCBI BLAST+ database info	Show BLAST database information from blastdbcmd	ncbi_blast	NCBI Blast
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_dustmasker_wrapper/2.16.0+galaxy0	NCBI BLAST+ dustmasker	masks low complexity regions	ncbi_blast	NCBI Blast
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_makeblastdb/2.16.0+galaxy0	NCBI BLAST+ makeblastdb	Make BLAST database	ncbi_blast	NCBI Blast
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_makeprofiledb/2.16.0+galaxy0	NCBI BLAST+ makeprofiledb	Make profile database	ncbi_blast	NCBI Blast
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_rpsblast_wrapper/2.16.0+galaxy0	NCBI BLAST+ rpsblast	Search protein domain database (PSSMs) with protein query sequence(s)	ncbi_blast	NCBI Blast
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_rpstblastn_wrapper/2.16.0+galaxy0	NCBI BLAST+ rpstblastn	Search protein domain database (PSSMs) with translated nucleotide query sequence(s)	ncbi_blast	NCBI Blast
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_segmasker_wrapper/2.16.0+galaxy0	NCBI BLAST+ segmasker	low-complexity regions in protein sequences	ncbi_blast	NCBI Blast
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_tblastn_wrapper/2.16.0+galaxy0	NCBI BLAST+ tblastn	Search translated nucleotide database with protein query sequence(s)	ncbi_blast	NCBI Blast
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/ncbi_tblastx_wrapper/2.16.0+galaxy0	NCBI BLAST+ tblastx	Search translated nucleotide database with translated nucleotide query sequence(s)	ncbi_blast	NCBI Blast
toolshed.g2.bx.psu.edu/repos/devteam/ncbi_blast_plus/get_species_taxids/2.16.0+galaxy0	NCBI get species taxids		ncbi_blast	NCBI Blast
toolshed.g2.bx.psu.edu/repos/iuc/chopper/chopper/0.12.0+galaxy1	Chopper	Filtering and trimming of long reads.	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/clair3/clair3/1.0.10+galaxy1	Clair3	germline small variant caller for long-reads	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/ngmlr/ngmlr/0.2.7	CoNvex	Gap-cost alignMents for Long Reads	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/poretools_yield_plot/poretools_yield_plot/0.6.1a1.0	Collector’s curve	of sequencing yield over time	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/poretools_tabular/poretools_tabular/0.6.1a1.0	Extract FASTQ	in tabular format from a set of FAST5 files	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/poretools_events/poretools_events/0.6.1a1.0	Extract nanopore events	from a set of sequencing reads	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/poretools_extract/poretools_extract/0.6.1a1.0	Extract reads	in FASTA or FASTQ format from nanopore files	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/poretools_times/poretools_times/0.6.1a1.0	Extract time	and channel information from a set of FAST5 files	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/flair_collapse/flair_collapse/1.5+galaxy1	FLAIR collapse	defines high-confidence isoforms from flair-corrected reads	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/flair_correct/flair_correct/1.5+galaxy0	FLAIR correct	corrects misaligned splice sites using genome annotations	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/poretools_qualpos/poretools_qualpos/0.6.1a1.0	Generate box-whisker	plot of quality score distribution over positions in nanopore reads	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/poretools_hist/poretools_hist/0.6.1a1.0	Generate histogram	of nanopore read lengths	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/poretools_winner/poretools_winner/0.6.1a1.0	Get longest read	from a set of FAST5 files.	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/nanocomp/nanocomp/1.25.6+galaxy1	NanoComp	Compare multiple runs of long read sequencing data and alignments	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/nanocompore_db/nanocompore_db/1.0.0rc3.post2+galaxy2	NanoComporeDB	Process SampComp results database	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/leomrtns/nanofilt/nanofilt/0.1.0	NanoFilt	Filtering and trimming of long read sequencing data	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/nanoplot/nanoplot/1.46.2+galaxy0	NanoPlot	Plotting suite for Oxford Nanopore sequencing data and alignments	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/bgruening/nanopolish_eventalign/nanopolish_eventalign/0.14.0+galaxy0	Nanopolish eventalign	- Align nanopore events to reference k-mers	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/bgruening/nanopolish_methylation/nanopolish_methylation/0.14.0+galaxy0	Nanopolish methylation	- Classify nucleotides as methylated or not.	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/bgruening/nanopolish_polya/nanopolish_polya/0.14.0+galaxy0	Nanopolish polyA	- Estimate the length of the poly-A tail on direct RNA reads.	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/bgruening/nanopolish_variants/nanopolish_variants/0.14.0+galaxy0	Nanopolish variants	- Find SNPs of basecalled merged Nanopore reads and polishes the consensus sequences	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/nanopolishcomp_eventaligncollapse/nanopolishcomp_eventaligncollapse/0.6.11+galaxy1	NanopolishComp: EventalignCollapse	by kmers rather than by event	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/nanopolishcomp_freqmethcalculate/nanopolishcomp_freqmethcalculate/0.6.11+galaxy1	NanopolishComp: FreqMethCalculate	calculates methylation frequency at genomic CpG sites	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/poretools_occupancy/poretools_occupancy/0.6.1a1.0	Plot performance	per cell in nanopore reads	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/poretools_squiggle/poretools_squiggle/0.6.1a1.0	Plot signals	for nanopore reads	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/porechop/porechop/0.2.4+galaxy1	Porechop	adapter trimmer for Oxford Nanopore reads	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/pycoqc/pycoqc/2.5.2+galaxy0	Pycoqc	quality control for Nanopore sequencing data	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/poretools_stats/poretools_stats/0.6.1a1.0	Read length statistics	from a set of FAST5 files	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/nanocompore_sampcomp/nanocompore_sampcomp/1.0.0rc3.post2+galaxy1	SampComp	to compare Nanopolished datasets	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/poretools_nucdist/poretools_nucdist/0.6.1a1.0	Show nucleotide	distribution in nanopore sequencing reads	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/poretools_qualdist/poretools_qualdist/0.6.1a1.0	Show quality	score distribution in nanopore sequencing reads	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/m6anet/m6anet/2.1.0+galaxy0	m6anet	to detect m6A RNA modifications from nanopore data	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/medaka_consensus_pipeline/medaka_consensus_pipeline/2.1.1+galaxy0	medaka consensus pipeline	Assembly polishing via neural networks	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/medaka_consensus/medaka_consensus/2.1.1+galaxy0	medaka inference tool	inference from a trained model and alignments.	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/medaka_variant_pipeline/medaka_variant_pipeline/1.4.4+galaxy1	medaka variant pipeline	via neural networks	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/medaka_variant/medaka_variant/2.1.1+galaxy0	medaka vcf tool	decodes variant calls from medaka consensus output	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/ont_fast5_api_compress_fast5/ont_fast5_api_compress_fast5/3.1.3+galaxy1	ont_fast5_api: Compress	multi read file(s)	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/ont_fast5_api_multi_to_single_fast5/ont_fast5_api_multi_to_single_fast5/3.1.3+galaxy1	ont_fast5_api: Multi to single	read file(s)	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/ont_fast5_api_single_to_multi_fast5/ont_fast5_api_single_to_multi_fast5/3.1.3+galaxy1	ont_fast5_api: Single to multi	read file(s)	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/ont_fast5_api_fast5_subset/ont_fast5_api_fast5_subset/3.1.3+galaxy2	ont_fast5_api: Subset	of multi read file(s)	nanopore	Nanopore
toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_obo2owl/onto_tk_obo2owl/1.45.0	Convert OBO to OWL		obo_ontology_manipulation	OBO Ontology manipulation
toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_obo2rdf/onto_tk_obo2rdf/1.45.0	Convert OBO to RDF		obo_ontology_manipulation	OBO Ontology manipulation
toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_get_term_synonyms/onto_tk_get_term_synonyms/1.45.0	Get all term synonyms	of a given OBO term	obo_ontology_manipulation	OBO Ontology manipulation
toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_get_terms/onto_tk_get_terms/1.45.0	Get all terms	of a given OBO term	obo_ontology_manipulation	OBO Ontology manipulation
toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_get_relationship_id_vs_relationship_def/onto_tk_get_relationship_id_vs_relationship_def/1.45.0	Get all the relationship IDs and definitions	from the given OBO ontology	obo_ontology_manipulation	OBO Ontology manipulation
toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_get_relationship_id_vs_relationship_name/onto_tk_get_relationship_id_vs_relationship_name/1.45.0	Get all the relationship IDs and names	from the given OBO ontology	obo_ontology_manipulation	OBO Ontology manipulation
toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_get_relationship_id_vs_relationship_namespace/onto_tk_get_relationship_id_vs_relationship_namespace/1.45.0	Get all the relationship IDs and namespaces	from the given OBO ontology	obo_ontology_manipulation	OBO Ontology manipulation
toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_get_relationship_types/onto_tk_get_relationship_types/1.45.0	Get all the relationship types	from the given OBO ontology	obo_ontology_manipulation	OBO Ontology manipulation
toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_term_id_vs_term_name/onto_tk_term_id_vs_term_name/1.45.0	Get all the term IDs and term names	of a given OBO ontology	obo_ontology_manipulation	OBO Ontology manipulation
toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_get_child_terms/onto_tk_get_child_terms/1.45.0	Get child terms	of a given OBO term	obo_ontology_manipulation	OBO Ontology manipulation
toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_get_subontology_from/onto_tk_get_subontology_from/1.45.0	Get subontology	from a given OBO term	obo_ontology_manipulation	OBO Ontology manipulation
toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_get_ancestor_terms/onto_tk_get_ancestor_terms/1.45.1	Get the ancestor terms of a given OBO term	Collects the ancestor terms from a given term in the given OBO ontology	obo_ontology_manipulation	OBO Ontology manipulation
toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_get_descendent_terms/onto_tk_get_descendent_terms/1.45.0	Get the descendent terms	of a given OBO term	obo_ontology_manipulation	OBO Ontology manipulation
toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_get_parent_terms/onto_tk_get_parent_terms/1.45.0	Get the parent terms	of a given OBO term	obo_ontology_manipulation	OBO Ontology manipulation
toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_get_root_terms/onto_tk_get_root_terms/1.45.0	Get the root terms	of a given OBO term	obo_ontology_manipulation	OBO Ontology manipulation
toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_get_parent_terms_by_relationship_type/onto_tk_get_parent_terms_by_relationship_type/1.45.0	Get the terms	filtered by a relationship type	obo_ontology_manipulation	OBO Ontology manipulation
toolshed.g2.bx.psu.edu/repos/iuc/onto_tk_get_terms_by_relationship_type/onto_tk_get_terms_by_relationship_type/1.45.0	Get the terms that are related	by a concrete relationship type	obo_ontology_manipulation	OBO Ontology manipulation
aggregate_scores_in_intervals2	Aggregate datapoints	Appends the average, min, max of datapoints per interval	operate_on_genomic_intervals	Operate on Genomic Intervals
toolshed.g2.bx.psu.edu/repos/devteam/basecoverage/gops_basecoverage_1/1.0.0	Base Coverage	of all intervals	operate_on_genomic_intervals	Operate on Genomic Intervals
